project_id,project_name,project_type,client,priority,status,start_date,end_date,budget_usd,actual_spend_usd,project_manager_id,tech_lead_id,team_size,avg_velocity,client_satisfaction,region,billable
464441,Apex Corp – Security Audit,Security Audit,JetStream LLC,Critical,In Progress,2020-02-17,2020-10-12,1999148,1161568,623125,146177,12,33.7,,LATAM,Yes
692493,JetStream LLC – Security Audit,Security Audit,LumaMedia,High,In Progress,2023-07-24,2024-06-07,542819,199332,669097,764678,6,25.2,,LATAM,Yes
436693,BlueSky Ltd – API Integration,API Integration,Cornerstone Inc,Critical,Cancelled,2024-01-12,2024-02-15,977963,786800,375201,463656,13,,,Middle East,Yes
585147,InnovateCo – Security Audit,Security Audit,NovaCare,Medium,In Progress,2020-06-09,2021-09-18,177134,88488,520884,433507,11,52.4,,Middle East,Yes
741439,NovaCare – Security Audit,Security Audit,OmegaRetail,Medium,In Progress,2021-05-22,2021-11-20,237027,203568,207581,167603,10,29.6,,APAC,Yes
422323,Meridian Group – Cloud Migration,Cloud Migration,JetStream LLC,High,Planning,2022-03-21,2023-02-05,400185,48981,154944,916776,9,,,Europe,Yes
389184,Keystone Partners – Product Launch,Product Launch,LumaMedia,Low,In Progress,2021-07-06,2022-10-28,34676,27348,865179,526911,2,20.2,,Middle East,Yes
253201,OmegaRetail – API Integration,API Integration,Delta Systems,Critical,On Hold,2020-09-19,2021-08-24,888260,644369,534130,844858,25,35.1,,Middle East,Yes
204604,Apex Corp – API Integration,API Integration,HorizonBank,High,Completed,2024-04-05,2025-02-21,88363,101445,476167,952657,3,35.9,3.7,APAC,Yes
992994,Meridian Group – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Medium,Completed,2022-04-25,2022-11-30,170504,142499,457455,943146,20,32.5,2.8,North America,Yes
110654,NovaCare – Web Platform,Web Platform,Apex Corp,Medium,In Progress,2022-02-20,2023-07-10,246931,252121,848022,952679,25,26.1,,Europe,Yes
211816,Delta Systems – Data Pipeline,Data Pipeline,Frontier AI,High,Completed,2022-03-16,2023-07-01,563887,328926,572161,697530,24,28.0,4.0,Middle East,Yes
758510,Frontier AI – ERP Implementation,ERP Implementation,InnovateCo,Critical,On Hold,2020-06-10,2021-10-25,1102287,1240320,290065,148823,8,46.8,,APAC,Yes
371974,Apex Corp – AI/ML Model,AI/ML Model,OmegaRetail,Low,In Progress,2021-04-01,2022-08-22,34004,12647,203996,726258,13,34.8,,Europe,Yes
292484,Apex Corp – API Integration,API Integration,Elevate Health,Low,Completed,2021-05-24,2021-09-30,22790,7485,428709,502810,11,43.0,4.1,Europe,No
848898,Meridian Group – Product Launch,Product Launch,OmegaRetail,Low,On Hold,2023-01-11,2024-04-10,56936,54898,350280,354377,19,49.2,,APAC,Yes
696724,HorizonBank – Cloud Migration,Cloud Migration,OmegaRetail,Low,Planning,2023-09-01,2023-11-15,11569,353,908713,404955,17,,,APAC,Yes
588443,Cornerstone Inc – Cloud Migration,Cloud Migration,Cornerstone Inc,Medium,Completed,2021-10-14,2021-12-12,178386,85030,911739,653829,19,44.2,4.9,Middle East,Yes
542629,Cornerstone Inc – Security Audit,Security Audit,InnovateCo,Medium,Completed,2024-02-03,2025-05-24,255119,239522,167603,992952,7,16.1,3.0,Europe,Yes
109771,HorizonBank – Data Pipeline,Data Pipeline,HorizonBank,Critical,Completed,2020-08-08,2020-12-26,892456,572137,594379,925622,2,39.1,3.1,North America,Yes
802889,JetStream LLC – Security Audit,Security Audit,Frontier AI,Low,In Progress,2022-05-24,2022-09-03,6403,4302,583388,844858,21,46.4,,APAC,Yes
884746,NovaCare – Web Platform,Web Platform,HorizonBank,High,In Progress,2020-04-24,2020-07-03,752928,462799,932250,565765,25,20.1,,Europe,Yes
130454,Meridian Group – API Integration,API Integration,LumaMedia,Medium,Cancelled,2023-01-11,2023-07-11,89106,30266,502810,346269,20,,,North America,Yes
576283,GlobalTech – Data Pipeline,Data Pipeline,OmegaRetail,High,Cancelled,2022-02-03,2022-04-03,218834,120090,680933,466749,25,,,APAC,No
865090,OmegaRetail – Mobile App,Mobile App,NovaCare,Low,Cancelled,2021-06-17,2022-02-13,69905,40051,811256,241003,21,,,Europe,Yes
152477,Keystone Partners – Security Audit,Security Audit,Cornerstone Inc,Medium,Cancelled,2022-06-21,2022-10-07,139217,105289,386814,482812,17,,,APAC,Yes
288616,GlobalTech – Data Pipeline,Data Pipeline,Meridian Group,Medium,On Hold,2023-04-12,2024-06-15,41025,40297,108060,735988,14,27.9,,Middle East,Yes
847227,Apex Corp – Cloud Migration,Cloud Migration,BlueSky Ltd,High,Completed,2021-01-19,2021-10-07,589049,301438,290065,775885,4,39.5,2.7,Middle East,No
638457,Apex Corp – Web Platform,Web Platform,Keystone Partners,Medium,Cancelled,2023-02-06,2023-10-06,201747,229011,806707,503457,21,,,North America,No
996593,JetStream LLC – Web Platform,Web Platform,JetStream LLC,Low,In Progress,2021-04-06,2022-03-08,9725,9513,424308,146177,5,32.7,,Middle East,Yes
828178,GlobalTech – AI/ML Model,AI/ML Model,LumaMedia,High,On Hold,2024-04-14,2024-07-09,413803,382741,156778,532723,7,49.8,,APAC,Yes
331013,Keystone Partners – Marketing Campaign,Marketing Campaign,Frontier AI,Low,Completed,2021-08-15,2021-11-29,26436,8413,225636,397571,14,61.3,2.9,APAC,No
991286,HorizonBank – API Integration,API Integration,OmegaRetail,Medium,Cancelled,2021-02-04,2021-06-17,20790,18471,551533,211579,11,,,North America,Yes
626598,GlobalTech – Marketing Campaign,Marketing Campaign,Meridian Group,Low,On Hold,2022-08-09,2022-09-18,48331,14981,497455,283017,2,48.6,,Middle East,Yes
174838,Delta Systems – Product Launch,Product Launch,Cornerstone Inc,Medium,Completed,2023-07-01,2024-07-24,254983,184176,258471,979827,15,25.3,4.1,Middle East,Yes
534230,BlueSky Ltd – API Integration,API Integration,OmegaRetail,Medium,Completed,2022-08-29,2023-03-10,257161,278528,745239,989587,7,51.2,2.5,LATAM,Yes
669100,Cornerstone Inc – Mobile App,Mobile App,JetStream LLC,High,Planning,2023-09-01,2024-04-06,713954,19108,290065,253557,7,,,APAC,Yes
174801,Delta Systems – AI/ML Model,AI/ML Model,GlobalTech,Low,Completed,2021-10-12,2022-04-21,10510,4507,911032,296412,24,29.8,4.0,Europe,No
800842,Keystone Partners – Data Pipeline,Data Pipeline,Keystone Partners,Low,Completed,2021-01-03,2021-02-23,43883,37935,648141,910143,4,33.3,3.8,Middle East,Yes
201812,Elevate Health – API Integration,API Integration,JetStream LLC,Medium,Cancelled,2023-01-07,2024-03-01,76082,37248,989079,237654,3,,,Middle East,Yes
838588,Frontier AI – Data Pipeline,Data Pipeline,LumaMedia,High,Planning,2020-11-06,2021-01-23,753569,12615,483162,932250,4,,,APAC,Yes
845777,BlueSky Ltd – AI/ML Model,AI/ML Model,Meridian Group,High,Planning,2023-01-02,2023-10-14,536592,58321,533377,950916,2,,,Middle East,Yes
656624,Apex Corp – AI/ML Model,AI/ML Model,Apex Corp,Medium,On Hold,2021-09-17,2022-11-05,50664,31971,538967,102260,23,46.0,,LATAM,Yes
697706,Elevate Health – Marketing Campaign,Marketing Campaign,NovaCare,Low,In Progress,2021-10-04,2022-07-27,73736,52232,953047,583388,25,54.6,,LATAM,Yes
912720,LumaMedia – Mobile App,Mobile App,OmegaRetail,Low,Cancelled,2023-09-10,2024-01-10,21947,10645,397571,148823,6,,,LATAM,Yes
287743,Delta Systems – Mobile App,Mobile App,Meridian Group,Medium,Completed,2020-05-10,2020-07-02,28969,16216,639593,256389,21,33.7,3.1,North America,Yes
868332,JetStream LLC – ERP Implementation,ERP Implementation,LumaMedia,High,Completed,2022-07-03,2022-10-19,573941,593050,591699,587455,15,24.3,4.0,Middle East,Yes
783344,Cornerstone Inc – Data Pipeline,Data Pipeline,LumaMedia,Medium,Completed,2022-06-03,2023-02-04,30434,10605,865179,682032,25,29.5,4.2,North America,Yes
105644,Apex Corp – AI/ML Model,AI/ML Model,Frontier AI,Medium,Cancelled,2021-01-31,2021-12-05,104564,79296,486244,268720,5,,,North America,Yes
948940,JetStream LLC – Data Pipeline,Data Pipeline,Cornerstone Inc,Medium,Completed,2023-01-31,2024-02-28,297589,316715,577538,850689,19,27.8,4.6,Middle East,Yes
162538,Cornerstone Inc – ERP Implementation,ERP Implementation,NovaCare,Low,On Hold,2022-07-25,2023-09-15,61648,27088,127965,492052,9,12.7,,Middle East,Yes
625967,Frontier AI – Product Launch,Product Launch,Keystone Partners,Low,Cancelled,2022-09-17,2023-05-13,31718,15298,474795,133326,18,,,North America,No
285632,Meridian Group – Security Audit,Security Audit,Cornerstone Inc,Low,Completed,2021-09-16,2023-02-22,37483,25074,583388,348411,2,45.7,4.2,Europe,Yes
851720,JetStream LLC – Product Launch,Product Launch,LumaMedia,High,Completed,2022-11-06,2023-12-15,785719,596737,262656,891645,7,36.7,3.7,North America,No
441171,Cornerstone Inc – Web Platform,Web Platform,Apex Corp,Low,In Progress,2023-08-25,2023-10-16,69619,43706,695225,984756,22,34.3,,Middle East,Yes
997896,HorizonBank – Cloud Migration,Cloud Migration,OmegaRetail,Medium,Planning,2022-08-14,2023-07-20,59353,7373,203782,865179,5,,,Middle East,Yes
469458,HorizonBank – Product Launch,Product Launch,Cornerstone Inc,Low,On Hold,2023-01-13,2024-02-01,74892,63415,955015,813824,23,15.9,,North America,Yes
835571,Frontier AI – Security Audit,Security Audit,HorizonBank,Low,In Progress,2024-04-13,2024-08-08,57330,43214,206176,876459,13,33.2,,Europe,Yes
746701,Apex Corp – Marketing Campaign,Marketing Campaign,Meridian Group,High,In Progress,2021-07-12,2022-07-20,421993,206771,725969,882032,22,35.6,,LATAM,Yes
243134,BlueSky Ltd – Product Launch,Product Launch,Meridian Group,Critical,In Progress,2020-10-19,2021-12-14,762282,635202,560485,701344,15,3.5,,LATAM,No
607962,InnovateCo – Web Platform,Web Platform,Frontier AI,Critical,On Hold,2021-09-20,2022-10-06,1839651,1482750,214532,269430,10,16.0,,Middle East,Yes
525331,HorizonBank – Cloud Migration,Cloud Migration,InnovateCo,High,On Hold,2022-10-29,2024-02-04,282942,277939,658065,397571,15,28.4,,APAC,Yes
518033,Apex Corp – Product Launch,Product Launch,Meridian Group,High,In Progress,2022-12-29,2023-02-11,387198,371688,526911,551533,12,40.3,,Middle East,Yes
795081,GlobalTech – Marketing Campaign,Marketing Campaign,Elevate Health,Low,Completed,2020-08-30,2021-11-30,47816,53559,745414,354377,7,13.4,2.6,Middle East,Yes
118956,Apex Corp – Marketing Campaign,Marketing Campaign,InnovateCo,High,In Progress,2022-01-04,2022-10-27,640612,646075,923892,972496,9,56.2,,Middle East,Yes
798063,NovaCare – Web Platform,Web Platform,LumaMedia,Medium,In Progress,2023-01-12,2023-11-20,179971,155988,221707,560485,21,37.2,,North America,Yes
536201,LumaMedia – API Integration,API Integration,GlobalTech,Critical,Completed,2020-01-27,2020-03-21,1137590,1103527,577538,883171,3,28.7,4.2,LATAM,Yes
720939,Elevate Health – Product Launch,Product Launch,Meridian Group,Medium,Cancelled,2022-01-02,2022-08-18,126590,39837,146032,952547,19,,,Middle East,Yes
965565,Cornerstone Inc – ERP Implementation,ERP Implementation,GlobalTech,Medium,In Progress,2022-10-26,2023-12-19,255313,200180,461888,611945,2,29.6,,North America,Yes
218487,Cornerstone Inc – API Integration,API Integration,JetStream LLC,Low,In Progress,2021-07-09,2022-11-21,21105,7185,479867,742039,10,25.9,,Middle East,Yes
512504,Cornerstone Inc – ERP Implementation,ERP Implementation,Elevate Health,Medium,Cancelled,2023-02-18,2024-06-24,199801,222076,533377,843596,13,,,North America,No
248649,Cornerstone Inc – Data Pipeline,Data Pipeline,NovaCare,High,In Progress,2022-06-12,2023-10-01,440912,361366,844858,479580,12,56.7,,Europe,Yes
738570,Elevate Health – Web Platform,Web Platform,HorizonBank,Medium,Completed,2023-08-19,2024-08-20,132960,145204,211579,304110,2,29.6,3.1,LATAM,Yes
667472,HorizonBank – Cloud Migration,Cloud Migration,NovaCare,Medium,In Progress,2021-10-30,2022-02-24,136830,110923,952547,960408,9,27.9,,North America,Yes
401433,Keystone Partners – AI/ML Model,AI/ML Model,Cornerstone Inc,Medium,Completed,2023-05-05,2023-07-02,73282,32338,118786,667296,9,35.8,3.5,North America,Yes
851966,InnovateCo – ERP Implementation,ERP Implementation,Keystone Partners,Medium,Planning,2022-08-06,2023-05-16,95070,12041,239999,232378,10,,,Middle East,Yes
747480,Cornerstone Inc – AI/ML Model,AI/ML Model,Keystone Partners,Medium,Cancelled,2020-12-16,2021-04-17,188416,145272,671015,316899,11,,,APAC,Yes
847427,OmegaRetail – AI/ML Model,AI/ML Model,Apex Corp,High,In Progress,2021-11-02,2022-08-09,201274,227615,463656,433507,4,34.2,,Middle East,Yes
480919,Keystone Partners – Cloud Migration,Cloud Migration,Delta Systems,High,In Progress,2021-07-05,2022-04-02,550010,377302,580102,503489,13,39.3,,APAC,Yes
412017,JetStream LLC – ERP Implementation,ERP Implementation,Delta Systems,Medium,Completed,2023-04-04,2023-10-04,261824,105049,835132,786224,20,29.0,4.6,North America,Yes
342606,Delta Systems – ERP Implementation,ERP Implementation,NovaCare,Critical,Completed,2021-03-21,2021-11-21,609438,247486,133326,139186,4,40.3,4.2,Middle East,Yes
547871,Apex Corp – Web Platform,Web Platform,Elevate Health,Low,On Hold,2023-02-14,2023-04-19,75116,79336,146177,745239,7,24.5,,Middle East,No
292890,Delta Systems – AI/ML Model,AI/ML Model,OmegaRetail,High,In Progress,2023-11-17,2024-05-21,270357,109195,865179,953047,23,39.7,,APAC,Yes
606075,BlueSky Ltd – Marketing Campaign,Marketing Campaign,LumaMedia,Critical,Completed,2020-08-07,2021-03-07,1273498,993132,232378,787991,17,41.7,3.5,LATAM,No
878365,NovaCare – Security Audit,Security Audit,GlobalTech,High,On Hold,2020-05-13,2021-10-30,496798,397698,428709,262656,8,47.0,,Europe,Yes
494338,JetStream LLC – Security Audit,Security Audit,InnovateCo,Medium,In Progress,2023-03-23,2024-02-15,47608,38950,329471,350280,24,41.7,,APAC,No
338944,LumaMedia – Product Launch,Product Launch,BlueSky Ltd,Critical,On Hold,2023-11-01,2024-11-27,690634,695994,748276,256389,5,38.9,,Middle East,No
795804,OmegaRetail – Marketing Campaign,Marketing Campaign,NovaCare,Medium,In Progress,2022-03-09,2022-08-27,109234,93173,431752,107686,18,32.1,,Middle East,No
711150,LumaMedia – AI/ML Model,AI/ML Model,JetStream LLC,Low,Completed,2022-01-29,2023-04-25,78536,84364,356059,249811,17,57.1,3.3,APAC,Yes
643490,NovaCare – Mobile App,Mobile App,BlueSky Ltd,Critical,Completed,2024-03-06,2025-01-28,500855,180677,275490,468611,19,18.2,4.6,Europe,Yes
654504,InnovateCo – Marketing Campaign,Marketing Campaign,Elevate Health,Medium,Cancelled,2022-08-04,2022-09-10,256901,273318,451291,589491,20,,,APAC,Yes
950274,InnovateCo – Mobile App,Mobile App,BlueSky Ltd,Medium,Planning,2024-04-06,2025-07-27,128061,10896,530816,681141,14,,,North America,Yes
861391,JetStream LLC – API Integration,API Integration,Delta Systems,Critical,Completed,2024-03-20,2024-11-27,1307638,951124,960408,138436,5,21.8,4.4,Middle East,No
974818,LumaMedia – Marketing Campaign,Marketing Campaign,JetStream LLC,High,In Progress,2020-02-16,2021-03-29,432908,341985,911131,560485,23,65.1,,Europe,Yes
566925,Delta Systems – ERP Implementation,ERP Implementation,NovaCare,Critical,In Progress,2022-05-20,2023-10-05,861909,366859,695225,671015,8,22.4,,APAC,Yes
969331,Frontier AI – AI/ML Model,AI/ML Model,Delta Systems,Critical,Planning,2024-03-13,2024-04-18,1713959,159288,775885,102260,23,,,Europe,No
120945,HorizonBank – Mobile App,Mobile App,Elevate Health,High,On Hold,2020-06-12,2020-07-17,332844,322584,735770,794530,19,49.0,,Europe,Yes
466542,Meridian Group – Mobile App,Mobile App,BlueSky Ltd,Medium,Cancelled,2020-04-30,2021-05-18,243657,81850,361662,953047,19,,,Middle East,Yes
144791,OmegaRetail – Cloud Migration,Cloud Migration,LumaMedia,Medium,Completed,2024-01-03,2024-09-25,91108,50513,403915,533377,4,49.1,4.8,Middle East,No
315630,Meridian Group – Security Audit,Security Audit,JetStream LLC,Low,Completed,2023-11-14,2024-06-09,62654,22996,109717,253541,21,30.7,3.4,North America,Yes
757070,Delta Systems – AI/ML Model,AI/ML Model,BlueSky Ltd,Medium,Planning,2023-07-20,2024-12-20,245549,4436,146032,164879,23,,,APAC,No
960263,BlueSky Ltd – Security Audit,Security Audit,GlobalTech,Medium,On Hold,2022-01-01,2022-07-27,275508,215691,329471,925622,5,43.2,,APAC,Yes
511972,Apex Corp – Product Launch,Product Launch,NovaCare,Critical,Cancelled,2021-05-06,2022-02-01,481068,487115,785491,258471,16,,,Europe,No
902904,Keystone Partners – Security Audit,Security Audit,GlobalTech,Low,Completed,2021-08-27,2021-12-25,49972,53819,240814,133326,14,41.3,4.5,North America,Yes
209935,Apex Corp – Product Launch,Product Launch,Frontier AI,Low,In Progress,2023-07-24,2024-12-05,31835,18609,955015,865179,10,29.4,,North America,Yes
298085,NovaCare – Marketing Campaign,Marketing Campaign,BlueSky Ltd,Critical,Completed,2020-01-17,2020-06-30,1228474,1391995,225636,197716,15,39.7,4.6,APAC,Yes
809290,JetStream LLC – Cloud Migration,Cloud Migration,GlobalTech,Low,Completed,2021-04-15,2022-03-14,74319,69988,926394,745239,8,44.2,4.8,Middle East,Yes
538712,Meridian Group – ERP Implementation,ERP Implementation,Elevate Health,Low,In Progress,2020-12-20,2021-10-04,5471,4290,138436,884417,10,51.3,,APAC,Yes
217320,Apex Corp – API Integration,API Integration,Keystone Partners,Medium,On Hold,2022-10-02,2023-01-03,257856,107117,109585,715332,8,32.6,,LATAM,Yes
927154,Delta Systems – Mobile App,Mobile App,JetStream LLC,Low,Planning,2024-04-17,2025-07-15,40519,6285,780364,502219,11,,,Middle East,Yes
631897,Meridian Group – ERP Implementation,ERP Implementation,HorizonBank,Medium,On Hold,2024-03-10,2024-10-09,266359,180247,308376,152062,25,39.2,,LATAM,Yes
969689,Keystone Partners – Cloud Migration,Cloud Migration,NovaCare,High,Completed,2023-06-29,2024-11-07,88838,72339,397571,891645,8,50.2,3.8,LATAM,Yes
295338,NovaCare – Marketing Campaign,Marketing Campaign,Delta Systems,High,In Progress,2020-12-07,2022-05-17,219712,131031,237654,305721,4,33.9,,North America,Yes
859338,LumaMedia – AI/ML Model,AI/ML Model,LumaMedia,Low,In Progress,2024-04-01,2024-09-21,22557,6907,133276,682032,3,31.9,,LATAM,Yes
204548,Elevate Health – Product Launch,Product Launch,BlueSky Ltd,Medium,Completed,2024-05-18,2024-10-17,161936,99679,327558,120053,22,52.9,4.3,Europe,Yes
887116,Cornerstone Inc – Cloud Migration,Cloud Migration,Cornerstone Inc,Low,Completed,2024-03-04,2024-10-19,78140,54969,322086,997287,20,45.6,3.5,APAC,Yes
620103,Apex Corp – Cloud Migration,Cloud Migration,Apex Corp,High,Completed,2023-11-22,2024-11-16,383680,119666,374258,772580,7,33.0,4.6,Europe,Yes
501155,Keystone Partners – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Low,Completed,2022-08-30,2022-10-05,55001,26556,790897,470248,14,40.8,3.6,North America,Yes
916878,Frontier AI – Web Platform,Web Platform,Delta Systems,Critical,On Hold,2021-04-29,2021-12-15,903009,869162,575458,173863,15,37.2,,LATAM,Yes
110461,Meridian Group – AI/ML Model,AI/ML Model,JetStream LLC,Low,In Progress,2020-07-15,2021-04-24,46024,14981,492052,475479,12,33.5,,North America,Yes
937319,Delta Systems – ERP Implementation,ERP Implementation,InnovateCo,Medium,On Hold,2024-03-21,2025-05-23,261947,98506,780364,386488,16,40.5,,LATAM,Yes
879348,OmegaRetail – Marketing Campaign,Marketing Campaign,LumaMedia,Low,Completed,2021-01-15,2021-04-16,56098,40461,186431,497455,10,42.7,3.3,APAC,No
930836,Cornerstone Inc – Mobile App,Mobile App,NovaCare,Low,Completed,2020-05-20,2021-02-16,79642,35210,806765,141319,16,37.6,2.6,Europe,Yes
407375,Delta Systems – Data Pipeline,Data Pipeline,OmegaRetail,High,In Progress,2022-03-24,2022-04-30,231230,87616,225636,735988,7,47.0,,Middle East,Yes
892019,Meridian Group – Mobile App,Mobile App,NovaCare,High,Cancelled,2023-04-09,2023-09-25,776588,715130,995993,667296,16,,,LATAM,Yes
494083,Keystone Partners – Product Launch,Product Launch,HorizonBank,Critical,Completed,2023-08-06,2024-07-21,1614325,734900,146177,463546,5,39.0,3.5,Middle East,Yes
855184,InnovateCo – Marketing Campaign,Marketing Campaign,Frontier AI,Critical,Cancelled,2021-12-07,2023-03-05,480885,254771,859687,764678,20,,,North America,No
138855,GlobalTech – Data Pipeline,Data Pipeline,InnovateCo,High,Completed,2021-10-16,2023-03-19,682902,592282,138436,906527,4,44.3,2.9,LATAM,Yes
868089,OmegaRetail – Product Launch,Product Launch,Apex Corp,Low,In Progress,2022-11-18,2023-11-28,67779,52366,519093,592198,8,-5.9,,Middle East,Yes
427115,BlueSky Ltd – ERP Implementation,ERP Implementation,JetStream LLC,Medium,Completed,2022-06-16,2023-09-09,288001,269805,822730,656639,4,48.2,4.9,North America,No
405739,Delta Systems – Product Launch,Product Launch,GlobalTech,High,Completed,2020-04-13,2020-12-05,538419,299177,621841,462479,25,40.5,4.4,Middle East,Yes
974098,BlueSky Ltd – API Integration,API Integration,Delta Systems,Medium,Completed,2022-11-10,2023-07-21,166067,126091,275018,584714,3,10.2,3.8,Middle East,No
434035,Cornerstone Inc – Cloud Migration,Cloud Migration,NovaCare,Low,Completed,2020-01-20,2020-05-15,24403,22139,133276,283017,8,37.4,4.8,North America,Yes
444827,Delta Systems – Web Platform,Web Platform,Meridian Group,Medium,Planning,2020-02-12,2020-03-22,134192,53,879850,398505,14,,,APAC,No
575463,BlueSky Ltd – API Integration,API Integration,BlueSky Ltd,High,On Hold,2022-12-03,2023-10-21,85063,25761,775885,751332,20,24.1,,APAC,Yes
525925,Keystone Partners – Web Platform,Web Platform,HorizonBank,Critical,On Hold,2022-02-26,2023-01-12,1994897,2040451,167603,667296,22,43.1,,Europe,No
878215,InnovateCo – Product Launch,Product Launch,NovaCare,Low,Cancelled,2023-01-14,2024-03-26,10862,6842,507524,457455,11,,,North America,No
603346,Delta Systems – Cloud Migration,Cloud Migration,Delta Systems,Low,Completed,2023-05-07,2024-07-27,10325,3542,327558,916776,18,45.2,3.2,LATAM,Yes
201482,InnovateCo – API Integration,API Integration,Cornerstone Inc,Low,Completed,2020-06-23,2021-01-01,17598,13108,532699,404955,21,27.2,3.1,Middle East,Yes
257371,Frontier AI – Web Platform,Web Platform,Meridian Group,Medium,Cancelled,2023-09-23,2023-10-29,156196,153725,385192,178957,8,,,Europe,Yes
532928,JetStream LLC – Security Audit,Security Audit,OmegaRetail,Critical,In Progress,2023-03-23,2024-02-26,874552,541175,482614,377370,11,34.1,,APAC,No
552924,LumaMedia – ERP Implementation,ERP Implementation,Apex Corp,High,Cancelled,2023-02-01,2023-05-12,136275,51943,715332,696251,22,,,Europe,Yes
822173,InnovateCo – Marketing Campaign,Marketing Campaign,Frontier AI,High,Completed,2022-07-03,2023-06-03,764319,373842,769737,969325,2,52.9,2.9,Middle East,Yes
621017,OmegaRetail – Cloud Migration,Cloud Migration,Delta Systems,Medium,Completed,2022-01-04,2022-12-26,265140,130791,287155,701344,11,58.4,2.9,APAC,No
118241,BlueSky Ltd – Web Platform,Web Platform,Keystone Partners,Medium,Completed,2024-04-29,2025-03-11,103608,85662,938338,120053,24,30.5,4.2,Europe,Yes
462756,HorizonBank – Product Launch,Product Launch,JetStream LLC,Critical,In Progress,2022-03-25,2022-06-21,1595777,1653761,538555,354377,3,51.2,,Europe,Yes
158071,LumaMedia – Cloud Migration,Cloud Migration,OmegaRetail,Low,In Progress,2020-09-18,2021-08-01,8084,2794,492052,681141,6,35.2,,Europe,Yes
233328,HorizonBank – Product Launch,Product Launch,LumaMedia,Low,Completed,2020-03-01,2021-03-01,50986,19177,526911,265409,24,38.8,3.4,LATAM,No
887931,Cornerstone Inc – AI/ML Model,AI/ML Model,OmegaRetail,Medium,Planning,2024-01-25,2024-03-18,155554,9708,913331,995993,22,,,Europe,No
539313,Keystone Partners – API Integration,API Integration,Delta Systems,Medium,In Progress,2020-06-29,2021-01-15,33187,12976,221707,141319,13,18.2,,APAC,No
986407,Frontier AI – Data Pipeline,Data Pipeline,Meridian Group,Medium,Completed,2022-05-13,2022-07-24,203355,157515,986209,865179,19,38.1,2.9,North America,Yes
966176,OmegaRetail – ERP Implementation,ERP Implementation,LumaMedia,High,In Progress,2022-11-09,2023-06-27,555071,632134,552855,551860,24,48.2,,LATAM,Yes
997503,Elevate Health – Data Pipeline,Data Pipeline,Meridian Group,Medium,Completed,2022-04-17,2023-07-27,251698,264608,470248,349183,18,11.9,4.6,Middle East,Yes
596296,GlobalTech – ERP Implementation,ERP Implementation,OmegaRetail,High,Cancelled,2023-08-01,2023-12-15,247398,195804,178957,929822,3,,,North America,Yes
624915,GlobalTech – Product Launch,Product Launch,OmegaRetail,Low,In Progress,2021-10-03,2023-01-18,24080,9793,858705,587575,8,34.4,,LATAM,Yes
215828,Cornerstone Inc – Data Pipeline,Data Pipeline,Frontier AI,High,In Progress,2021-06-01,2022-05-06,748150,499689,462479,589491,13,47.6,,APAC,Yes
118027,LumaMedia – Security Audit,Security Audit,JetStream LLC,Medium,Planning,2020-06-29,2021-08-25,168402,21650,493892,864491,23,,,LATAM,Yes
673258,JetStream LLC – Marketing Campaign,Marketing Campaign,Meridian Group,High,On Hold,2020-01-06,2021-04-18,233880,162326,316899,834498,9,34.2,,APAC,Yes
859185,Frontier AI – Mobile App,Mobile App,NovaCare,Medium,On Hold,2022-04-09,2022-12-02,240083,181578,586288,997287,2,48.2,,North America,Yes
145867,GlobalTech – Data Pipeline,Data Pipeline,Apex Corp,High,Completed,2023-09-06,2024-10-23,469095,264734,457311,133326,25,47.3,2.8,APAC,No
104394,Delta Systems – API Integration,API Integration,Cornerstone Inc,Low,Completed,2023-08-07,2024-11-25,18170,16471,918665,525146,3,60.1,5.0,North America,Yes
210136,BlueSky Ltd – Product Launch,Product Launch,Delta Systems,Low,On Hold,2021-07-19,2021-09-03,11487,4228,944151,111068,11,49.9,,North America,No
883850,Meridian Group – Mobile App,Mobile App,GlobalTech,Low,Planning,2024-05-17,2025-07-04,77715,6449,923892,538555,22,,,Europe,Yes
816956,HorizonBank – Product Launch,Product Launch,NovaCare,Critical,Cancelled,2023-04-06,2024-04-01,1263941,656762,639593,804758,22,,,Middle East,Yes
482372,Apex Corp – Web Platform,Web Platform,HorizonBank,High,Completed,2021-11-28,2022-04-21,296041,329929,457455,361662,7,31.4,4.3,Europe,No
647971,LumaMedia – Web Platform,Web Platform,InnovateCo,Low,Completed,2020-04-25,2021-05-26,66339,53663,653829,435239,5,43.3,2.6,North America,No
975340,Meridian Group – Data Pipeline,Data Pipeline,BlueSky Ltd,High,Completed,2024-04-01,2025-02-26,789724,636804,574843,666456,10,36.1,3.7,Middle East,Yes
608732,LumaMedia – AI/ML Model,AI/ML Model,InnovateCo,Medium,Completed,2023-02-20,2024-06-06,254571,266423,811256,141319,7,42.5,4.2,APAC,Yes
588135,GlobalTech – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Critical,Completed,2023-10-02,2025-01-18,555921,474551,211579,770487,6,23.6,3.0,Europe,Yes
509681,Elevate Health – Product Launch,Product Launch,GlobalTech,Critical,Planning,2024-04-12,2024-11-23,1006253,121246,120053,146177,16,,,LATAM,Yes
